AÑO,MUNICIPIO,TIPO,ACCIÓN,CONTRATO,EMPRESA,MONTO CONTRATADO,AVANCE FÍSICO,AVANCE FINANCIERO,MODALIDAD
2015,OCAMPO,OBRA,"PAVIMENTACIÓN DEL CAMINO SANTA BÁRBARA-EL TORREÓN,3RA ETAPA",SOP/RE/AM/PU/CT/OB/OP/2015-0234,RODRIGUEZ GONZALEZ MA. ESTHER,"$948,330.50 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SAN FRANCISCO DEL RINCÓN,OBRA,REHAB. DE LA VIALIDAD PRINCIPAL DE SAN CRISTÓBAL,SOP/RE/LS/PU/IV/OB/OP/2015-0237,"MOVIMIENTOS INDUSTRIALES DE LA CONSTRUCCION, S.A. DE C.V.","$9,783,068.06 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,GUANAJUATO,PROYECTO,MEJORAMIENTO EN EL CUARTEL GRAL. DE FUERZAS DE SEG. PÚBLICA,SOP/RE/AM/PU/AO/SERV/SSP/2015-0239,"GRUPO URBANIZADOR ELECTROMECANICO MARVICO, S.A. DE C.V.","$846,175.71 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,ROMITA,OBRA,2A ETAPA DE REHAB. DEL CAMPO BEISBOL,SOP/RE/AM/PU/ED/OB/CODE/2015-0240,"ACCA, S.A. DE C.V.","$150,884.21 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,OBRA,TECHUMBRE PARA LA CANCHA DE LA CASA DEL JUBILADO,SOP/RE/AM/PU/ED/OB/ISSEG/2015-0238,"ALMEGA  CONSTRUCCIONES, S.A. DE C.V.","$1,151,630.78 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,ROMITA,OBRA,RESTAURACIÓN DE LA TORRE DEL SANT. NTRA. SRA. DE GUADALUPE,SOP/RE/LS/PU/ED/OB/IEC/2015-0241,"OESVA, S.A. DE C.V.","$1,698,061.93 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SALVATIERRA,OBRA,MANTENIMIENTO Y REPARACIÓN MENOR DE CERCO PERIMETRAL,SOP/RF/AM/PU/ED/OB/ITES/2015-0242,"ZIP-ZAC CONSTRUCTORA, S.A. DE C.V.","$998,331.03 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VARIOS MUNICIPIOS,OBRA,"MODERNIZACIÓN CARR. CORTAZAR - JARAL DEL PROGRESO, 2DA ETAPA",SOP/RF/LP/PU/IV/OB/OP/2015-0247,"AGREGADOS LA ROCA, S.A. DE C.V.","$97,765,752.16 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,VARIOS MUNICIPIOS,ESTUDIO,DETERMINACIÓN ÍNDICE INTERNACIONAL DE RUGOSIDAD RED DEL EDO,SOP/RE/AM/PU/CT/SERV/OP/2015-0248,"SERVICIOS DE CONSULTORIA EN INFRAESTRUCTURA VIAL, S.A. DE C.V.","$451,193.60 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,XICHÚ,OBRA,4A ETAPA DEL CAMINO DE ACCESO XICHÚ-LA NORIA,SOP/RF/LP/PU/IV/OB/OP/2015-0243,"CONSTRUCTORA Y URBANIZADORA RODRIGUEZ, S.A. DE C.V.","$31,967,930.81 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,VARIOS MUNICIPIOS,ESTUDIO,"AFOROS VEHICULARES DE 1, 3 Y 7 DÍAS RED DEL ESTADO",SOP/RE/AM/PU/CT/SERV/OP/2015-0249,"SERVICIOS DE CONSULTORIA EN INFRAESTRUCTURA VIAL, S.A. DE C.V.","$1,140,218.00 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,URIANGATO,OBRA,1A ETAPA DE REHAB. DE LA AV. LEOVINO ZAVALA,SOP/RF/LP/PU/IV/OB/OP/2015-0245,"CONSTRUCTORA LORESA, S.A. DE C.V.","$23,620,764.14 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,LEÓN,OBRA,1A ETAPA DE REHAB. DEL BLVD. HERMANOS ALDAMA,SOP/RF/LP/PU/IV/OB/OP/2015-0246,"CONSORCIO CONSTRUCTOR ECO DEL BAJIO, S.A. DE C.V.","$22,962,473.30 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,VARIOS MUNICIPIOS,OBRA,REHAB. DE LA CARRETERA SANTA CATARINA-TIERRA BLANCA,SOP/RF/LP/PU/IV/OB/OP/2015-0244,"CONSTRUCTORA Y URBANIZADORA RODRIGUEZ, S.A. DE C.V.","$46,490,485.09 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,CELAYA,PROYECTO,DORMITORIOS VARONIL Y FEMENIL EN EL CERESO,SOP/RE/AM/PU/AO/SERV/SSP/2015-0252,AMATE TIRADO RODOLFO EDUARDO,"$559,252.62 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,OCAMPO,OBRA,PAVIMENTACIÓN CAMINO LA CALAVERA TRAMO KM. 1+500 KM. 3+440,SOP/RF/IN/PU/IV/OB/OP/2015-0251,RODRIGUEZ GONZALEZ MA. ESTHER,"$6,993,246.99 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,CUERÁMARO,OBRA,2A ETAPA DE CONSERVACIÓN PERIÓDICA CORRALEJO-FEDERAL 90,SOP/RF/IN/PU/IV/OB/OP/2015-0250,"GRUPO CONSTRUCTOR MORAME, S.A. DE C.V.","$10,988,985.14 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,IRAPUATO,OBRA,UNIDAD MULTIFUNCIONAL DE TALLERES Y LABORATORIOS,SOP/RF/LP/PU/ED/OB/ITESI/2015-0253,VILLAFUERTE VILLEGAS ALBERTO JOSE,"$20,722,147.73 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,LEÓN,OTRO,INTEGRACIÓN DEL EXP. TÉCNICO INICIAL DEL HOSPITAL GENERAL,SOP/RE/AM/PU/AO/SERV/ISAPEG/2015-0254,"OBRAS E INFRAESTRUCTURA DEL NOROESTE, S.A. DE C.V.","$1,163,771.54 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,ESTUDIO,ESTUDIOS DE GEOTECNIA Y GEOFÍSICA PARA EL HOSPITAL GENERAL,SOP/RE/AM/PU/AO/SERV/ISAPEG/2015-0256,BARRERA BUCIO MAURICIO,"$396,720.00 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SILAO,ESTUDIO,MIA DE ESTRUC. EJE METROPOLITANO COMANJILLA-L. DE LOS PADRES,SOP/RE/AM/PU/CT/SERV/OP/2015-0259,"SCALA, SUPERVISION, CONSULTORIA, ASESORIA Y LABORATORIO, S.A. DE C.V.","$218,357.03 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SAN JOSÉ ITURBIDE,OBRA,CONSERVACIÓN CAMINO CARRETERA FEDERAL 57-SAN JOSÉ ITURBIDE,SOP/RE/AM/PU/CT/OB/OP/2015-0258,RODRIGUEZ GONZALEZ MA. ESTHER,"$1,086,389.79 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,OBRA,PAVIMENTACIÓN CAMINO SAN RAFAEL DE LOS RAMÍREZ,SOP/RE/LS/PU/IV/OB/OP/2015-0255,"CONSTRUCTORA POR, S.A. DE C.V.","$2,850,103.37 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,VARIOS MUNICIPIOS,ESTUDIO,GESTIÓN DE PAVIMENTOS SOFTWARE HDM-4,SOP/RE/AM/PU/CT/SERV/OP/2015-0260,"SERVICIOS DE CONSULTORIA EN INFRAESTRUCTURA VIAL, S.A. DE C.V.","$329,708.53 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,IRAPUATO,PROYECTO,ACCESO A EXPO AGROALIMENTARIA,SOP/RE/AM/PU/CT/SERV/OP/2015-0257,"JPR CARSA DEL BAJIO, S.A. DE C.V.","$154,286.13 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SAN DIEGO DE LA UNIÓN,OBRA,"REDE PUENTE SAN DIEGO, KM 30 + 678",SOP/RE/LP/PU/IV/OB/OP/2015-0261,"URBANIZADORA VELCAR CONSTRUCTORA, S.A. DE C.V.","$14,550,076.77 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,IRAPUATO,OBRA,1A ETAPA DEL CAMINO SALIDA A CUCHICUATO Y SAN CRISTÓBAL,SOP/RF/LP/PU/IV/OB/OP/2015-0263,"MMYM CONSTRUCCIONES, S.A. DE C.V.","$19,979,996.08 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,VALLE DE SANTIAGO,OBRA,"MODERNIZACIÓN BOULEVARD VALLE DE SANTIAGO, 2DA ETAPA",SOP/RF/LP/PU/IV/OB/OP/2015-0264,"CONSTRUCTORA ALLIEN, S.A. DE C.V.","$19,681,752.74 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,MANUEL DOBLADO,OBRA,CONSERVACIÓN PERIÓDICA CARRETERA PEÑUELAS-PUERTA DE SAN JUAN,SOP/RF/LP/PU/IV/OB/OP/2015-0262,"TERRACERIAS Y PAVIMENTOS ASFALTICOS, S.A. DE C.V.","$14,207,537.18 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,LEÓN,OBRA,2A ETAPA DEL MÓDULO ZUMAR EN EL CENTRO DEPORTIVO LAS JOYAS,SOP/RE/LS/PU/ED/OB/CODE/2015-0266,"ZIP-ZAC CONSTRUCTORA, S.A. DE C.V.","$2,503,809.93 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,IRAPUATO,OBRA,"MODERNIZACIÓN SALIDA A SALAMANCA, 2DA ETAPA",SOP/RF/LP/PU/IV/OB/OP/2015-0265,"CONSTRUCTORA MOURO, S.A. DE C.V.","$19,941,614.07 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,SAN MIGUEL DE ALLENDE,OBRA,TECHADO DE RUEDO Y ÁREA DE JUECES DEL LIENZO CHARRO,SOP/RE/LS/PU/ED/OB/OP/2015-0270,"CONSTRUCCION DE ACERO Y EDIFICACION, S.A. DE C.V.","$8,074,189.49 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,LEÓN,OBRA,2A ETAPA DEL EDIFICIO DE GOBIERNO,SOP/RF/LP/PU/ED/OB/OP/2015-0267,"CONSTRUCTORA Y ARRENDADORA HER BEC, S.A. DE C.V.","$29,969,992.99 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,MOROLEÓN,OBRA,2A ETAPA DE REHAB. DEL E.C. LIBR. SUR DE MOROLEÓN-AMOLES,SOP/RF/IN/PU/IV/OB/OP/2015-0269,"SERVICIOS AUTOTRANSPORTE MAQUINARIA Y CONSTRUCCION, S.A. DE C.V.","$9,833,582.38 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,ABASOLO,OBRA,1A ETAPA DE PAV. DEL CAMINO PALO DULCE-LA MORA,SOP/RF/IN/PU/IV/OB/OP/2015-0268,"CONSORCIO DE CONSTRUCCION Y URBANIZACION, S.A. DE C.V.","$9,026,854.08 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,VARIOS MUNICIPIOS,OBRA,"REHAB. Y CONST. DE VIALIDADES,CAMINOS Y CALLES DEL ESTADO",SOP/RE/LP/PU/IV/OB/OP/2015-0271,"CONSTRUCTORA LAN, S.A. DE C.V.","$18,084,444.91 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,SAN JOSÉ ITURBIDE,OBRA,REHAB. DEL CAMINO SAN JOSÉ ITURBIDE-5 DE MAYO,SOP/RF/IN/PU/IV/OB/OP/2015-0272,"URBANIZADORA VELCAR CONSTRUCTORA, S.A. DE C.V.","$1,897,415.57 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,APASEO EL ALTO,OBRA,PAVIMENTACIÓN DE LA CALLE VALENTÍN GÓMEZ FARÍAS,SOP/RE/AM/PU/CT/OB/OP/2015-0273,PEREZ MENDOZA GABRIEL,"$478,156.41 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SALVATIERRA,OBRA,REHAB. DEL CAMINO DE ACCESO A SAN JOSÉ DEL CARMEN,SOP/RE/AM/PU/CT/OB/OP/2015-0274,"MAQUIRRENTA CONSTRUCCION Y SERVICIO, S.A. DE C.V.","$361,370.39 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SALVATIERRA,OBRA,REHAB. DEL BULEVAR BICENTENARIO,SOP/RE/AM/PU/CT/OB/OP/2015-0276,LEMUS MUÑOZ LEDO LUIS GUILLERMO,"$614,485.84 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,IRAPUATO,OBRA,1A ETAPA DE LA UNIDAD ACADÉMICA DEPARTAMENTAL TIPO II,SOP/RF/AM/PU/ED/OB/ITESI/2015-0275,"CONSORCIO MINERO Y CONSTRUCTOR, S.A. DE C.V.","$400,200.27 ",CONTRATO RESCINDIDO,0.00 %,ADJUDICACION DIRECTA
2015,LEÓN,OBRA,TROTAPISTA EN EL MACROCENTRO DEPORTIVO LEÓN I,SOP/RE/LS/PU/ED/OB/CODE/2015-0277,NAVARRO HERNANDEZ JOEL,"$4,619,100.63 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,CELAYA,OBRA,"CONJUNTO DE UNIDADES ACADÉMICAS, EDIFICIO DE 14 AULAS EN ITR",SOP/RF/LP/PU/ED/OB/SEG/2015-0278,"CONSTRUCTORA Y EDIFICADORA GUANAJUATENSE, S.A. DE C.V.","$24,980,141.64 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,LEÓN,OTRO,SER.LDV. EJE METROP. LEON -SILAO,SOP/RE/AM/PU/SJ/SERV/OP/2015-0279,VIZGUERRA ARREDONDO RIGOBERTO,"$369,028.54 ",TERMINACION ANTICIPADA,100.00 %,ADJUDICACION DIRECTA
2015,HUANÍMARO,OBRA,PAVIMENTACIÓN DE LA CALLE SOLEDAD,SOP/RE/AM/PU/CT/OB/OP/2015-0281,"CONSORCIO MINERO Y CONSTRUCTOR, S.A. DE C.V.","$271,497.90 ",CONTRATO RESCINDIDO,100.00 %,ADJUDICACION DIRECTA
2015,ABASOLO,OBRA,1A ETAPA DE LA FACHADA PRINCIPAL Y BARDEADO PERIMETRAL,SOP/RF/IN/PU/ED/OB/ITES/2015-0280,JAIMES MARTINEZ JUAN JAVIER,"$2,732,341.06 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,GUANAJUATO,OBRA,CENTRO DE ATENCIÓN A NIÑOS EN CALIDAD EXPOSICIÓN (1A ETAPA),SOP/RE/LS/PU/ED/OB/DIF/2015-0282,MURRA GIACOMAN JESUS,"$9,369,485.73 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,LEÓN,PROYECTO,EDIFICIO DE GIMNASIO Y OBRAS COMP. DEL CECYT 17 EN LAS JOYAS,SOP/RF/IN/PU/AO/SERV/SEG/2015-0283,MATA SEGOVIANO MIGUEL ANGEL,"$751,135.84 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,GUANAJUATO,PROYECTO,REHAB. DE ESTRUCTURA EN CIRCUITO POZUELOS RUMBO A PASTITOS,SOP/RE/AM/PU/CT/SERV/OP/2015-0287,MARTINEZ MONTES GILBERTO,"$566,281.96 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,APASEO EL ALTO,ESTUDIO,EST. AMB. ESTRUC. CARR. FED. 45 COM. SAN ANTONIO CALICHAR,SOP/RE/AM/PU/CT/SERV/OP/2015-0286,HERNANDEZ SOLIS PEDRO,"$141,494.74 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VARIOS MUNICIPIOS,ESTUDIO,EVALUACIÓN NO DESTRUCTIVA DE PAVIMENTOS,SOP/RE/AM/PU/CT/SERV/OP/2015-0285,"SERVICIOS DE CONSULTORIA EN INFRAESTRUCTURA VIAL, S.A. DE C.V.","$890,668.38 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SALAMANCA,OBRA,PUENTE GODOY EN EL CAMINO DE SANTA RITA MEXICANOS,SOP/RF/IN/PU/IV/OB/OP/2015-0284,"PREFABRICADOS DRAGON, S.A. DE C.V.","$6,093,819.00 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,PUEBLO NUEVO,OBRA,"PUENTES CANAL ALTO LERMA Y RÍO GTO., CARR. IRAPUATO-P. NUEVO",SOP/RF/LP/PU/IV/OB/OP/2015-0290,"MUÑOZ CONSTRUCCIONES, S.A. DE C.V.","$20,026,096.99 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,LEÓN,OBRA,REHAB. DE PISTA EN DEPORTIVA ENRIQUE FDEZ. MTNEZ.,SOP/RF/AM/PU/ED/OB/CODE/2015-0291,"POLIMEROS ESPECIALES Y TRABAJOS DE RESTAURACION ARQUITECTONICA, S.A. DE C.V.","$998,997.27 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CORTAZAR,PROYECTO,REMOD. DE TOCOCIRUGÍA Y URGENCIAS DEL HOSPITAL COMUNITARIO,SOP/RE/AM/PU/AO/SERV/ISAPEG/2015-0293,HUERTA VELAZQUEZ ENRIQUE,"$825,253.81 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SILAO,OBRA,PAVIMENTACIÓN DEL CAMINO SILAO-TREJO-SAN AGUSTÍN,SOP/RF/IN/PU/IV/OB/OP/2015-0289,"CONSORCIO MINERO Y CONSTRUCTOR, S.A. DE C.V.","$445,465.20 ",CONTRATO RESCINDIDO,0.00 %,INVITACION CUANDO MENOS A 3
2015,XICHÚ,ESTUDIO,PROG. AMB. DE AUT. AMB. CAM. ACCESO XICHÚ-LA NORIA,SOP/RE/AM/PU/CT/SERV/OP/2015-0292,"ITAB CONSTRUCCIONES, S.A. DE C.V.","$243,709.20 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,IRAPUATO,OBRA,1A ETAPA DE HABILITACIÓN DE LA SALA DE MAESTROS EN LA ENOI,SOP/RF/AM/PU/ED/OB/SEG/2015-0294,MATA MEDEL PONCIANO MANUEL,"$322,339.07 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CELAYA,OBRA,CAMPO DE PRÁCTICAS DE FÚTBOL INFANTIL COL. JACARANDAS,SOP/RF/IN/PU/ED/OB/CODE/2015-0288,MARTINEZ LULE GUSTAVO,"$1,498,499.99 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,HUANÍMARO,OBRA,PAVIMENTACIÓN DE LA CALLE JIMÉNEZ (TRAMO: 0+000 A 0+132.51),SOP/RE/AM/PU/CT/OB/SEDESHU/2015-0295,"ICONCE CONSTRUCTORA, S.A. DE C.V.","$433,218.03 ",100.00 %,99.00 %,ADJUDICACION DIRECTA
2015,LEÓN,PROYECTO,MODERN. LOZA DE LOS P-DUARTE EN EJE METROPOLITANO LEÓN-SILAO,SOP/RF/AM/PU/CT/SERV/OP/2015-0296,VIZGUERRA ARREDONDO RIGOBERTO,"$464,831.74 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,GUANAJUATO,PROYECTO,REHAB. DE INSTALACIONES EN GASOLINERA CENTRAL,SOP/RE/AM/PU/AO/SERV/DIF/2015-0297,"DESARROLLADORES DE PROYECTOS BICENTENARIO, S.A. DE C.V.","$309,769.45 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,OBRA,BARDA PERIMETRAL EN EL CAMPUS I DEL ITL,SOP/RF/AE/PU/ED/OB/SEG/2015-0298,"GRUCOBA, S.A. DE C.V.","$3,576,625.10 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,IRAPUATO,OBRA,UNIDAD BÁSICA DE LABORATORIOS,SOP/RF/IN/PU/ED/OB/ITESI/2015-0300,CHAVEZ FUENTES LUIS,"$5,699,552.06 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,TARIMORO,OBRA,1A ETAPA DE PAV. DE CONCRETO HIDRÁULICO DEL BLVD. LA NORIA,SOP/RF/IN/PU/IV/OB/OP/2015-0299,"CONSTRUCCIONES Y DISEÑO PROFESIONAL, S.A. DE C.V.","$4,773,654.06 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,LEÓN,OBRA,PAVIMENTACIÓN DEL CAMINO A LA COMUNIDAD DE ALFARO,SOP/RF/IN/PU/IV/OB/OP/2015-0301,"INGENIEROS EN CAMINOS Y CONSTRUCCIONES, S.A. DE C.V.","$2,879,647.96 ",100.00 %,96.24 %,INVITACION CUANDO MENOS A 3
2015,GUANAJUATO,PROYECTO,MODIFICACIONES A OFICINAS EN EDIFICIOS I Y II DEL IEE,SOP/RE/AM/PU/AO/SERV/IEE/2015-0305,FLORES HERNANDEZ MARISOL,"$165,828.24 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,IRAPUATO,OBRA,2A ETAPA DEL MÓDULO DE 8 AULAS EN LA ENOI,SOP/RF/AM/PU/ED/OB/SEG/2015-0304,QUEZADA GUTIERREZ JOSE,"$511,760.01 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CELAYA,OBRA,CAMPO DE PRÁCTICAS DE FÚTBOL INFANTIL COL. SAN JUANICO,SOP/RF/AE/PU/ED/OB/CODE/2015-0302,"TALLER ARKITEC, S.C.","$1,131,034.97 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,LEÓN,OBRA,DOS CANCHAS DE BASQUETBOL EN EL CAMPUS II DEL ITL,SOP/RF/AE/PU/ED/OB/SEG/2015-0303,"ARCCO PROFESIONALES EN CONSTRUCCION, S.A. DE C.V.","$5,454,777.58 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,SANTA CRUZ DE JUVENTINO ROSAS,OBRA,"MODERNIZACIÓN DE LA CARRETERA CELAYA-JUVENTINO ROSAS,9NA ETA",SOP/RF/LP/PU/IV/OB/OP/2015-0306,"CONSTRUCTORA AZACAN, S.A. DE C.V.","$46,622,515.13 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,LEÓN,OBRA,"CAMPO DE SOCCER, GRADAS Y VESTIDORES EN DEPORTIVO LAS JOYAS",SOP/RE/LP/PU/ED/OB/CODE/2015-0308,"URBANIZADORA DEL CENTRO, S.A. DE C.V.","$17,931,919.66 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,PÉNJAMO,OBRA,CONSERVACIÓN PERIÓDICA DE RAMAL A EL PRESIDIO,SOP/RE/LS/PU/IV/OB/OP/2015-0309,"URBANIZADORA DE CUERAMARO, S.A. DE C.V.","$1,259,889.68 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,GUANAJUATO,PROYECTO,REMOD. DE TOCOLOGÍA Y CIRUGÍA DEL HOSPITAL COMUNITARIO,SOP/RE/AM/PU/AO/SERV/ISAPEG/2015-0310,D4 CONSTRUCTORES S.A. DE C.V.,"$519,001.77 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,PÉNJAMO,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. LOS SABINOS,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0312,"ASOCIACION COURIA, S.A. DE C.V.","$170,068.74 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,YURIRIA,PROYECTO,2A ETAPA DEL CENTRO DE IMPULSO SOCIAL YACATITAS,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0311,ALMANZA GARCIA JORGE LUIS,"$199,388.86 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CELAYA,PROYECTO,CENTRO DE IMPULSO SOCIAL EN SAN JUAN DE LA VEGA,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0312,"ASOCIACION COURIA, S.A. DE C.V.","$170,068.73 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,IRAPUATO,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. BENITO JUÁREZ,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0312,"ASOCIACION COURIA, S.A. DE C.V.","$172,254.98 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SALAMANCA,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. RINCONADA SAN JAVIER,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0313,VARGAS SOTO SALVADOR,"$170,069.66 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,PURÍSIMA DEL RINCÓN,OBRA,1A ETAPA DEL CENTRO DE PROCURACIÓN DE JUSTICIA,SOP/RE/AE/PU/ED/OB/PGJ/2015-0314,"GRUPO INGENIEROS CIVILES Y ARRENDADORES DE MAQUINARIA, S.A. DE C.V.","$36,040,256.08 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,GUANAJUATO,OBRA,4A ETAPA DE LA ACADEMIA DE POLICÍA MINISTERIAL,SOP/RE/AE/PU/ED/OB/PGJ/2015-0317,CERVANTES PEREZ FELIPE,"$29,989,641.88 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,ABASOLO,OBRA,CONCLUSIÓN DE LA CAFETERÍA,SOP/RE/AM/PU/ED/OB/ITES/2015-0316,"COMERCIALIZADORA MGI DEL MORAL INTERNATIONAL, S.A. DE C.V.","$995,861.65 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,GUANAJUATO,OBRA,4A ETAPA DEL INSTITUTO DE FORMACIÓN PROFESIONAL,SOP/RE/AE/PU/ED/OB/PGJ/2015-0315,"CONSORCIO INGENIEROS DE GUANAJUATO, S.A. DE C.V.","$24,950,693.95 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,MANUEL DOBLADO,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. LA CAYETANA,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0322,"SUPERVISION Y DISEÑO, S.A. DE C.V.","$172,143.58 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SAN DIEGO DE LA UNIÓN,PROYECTO,2A ETAPA DEL CENTRO DE IMPULSO SOCIAL EL JAGUEY,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0322,"SUPERVISION Y DISEÑO, S.A. DE C.V.","$198,252.49 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. LOMA DORADA I,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0322,"SUPERVISION Y DISEÑO, S.A. DE C.V.","$172,143.58 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. NUEVO AMANECER,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0320,"GRUCOBA, S.A. DE C.V.","$207,999.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,PROYECTO,CENTRO DE IMPULSO SOCIAL COL. LINDAVISTA,SOP/RE/AM/PU/AO/SERV/SEDESHU/2015-0320,"GRUCOBA, S.A. DE C.V.","$199,999.98 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SALVATIERRA,OBRA,PAVIMENTACIÓN DE ACCESO DE SAN MIGUEL EMÉNGUARO,SOP/RE/AM/PU/CT/OB/OP/2015-0319,"INGENIERIA, PROYECTOS Y DESARROLLOS DE GUANAJUATO, S. DE .R.L. DE C.V.","$696,441.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
